video_id,user_unique_id,openness,conscientiousness,extroversion,agreeableness,neuroticism,suspect
7.07247E+18,amaksymiv,High,Low,Low,Normal/Low,Medium/Low,Low/Medium
7.08839E+18,stoprussia2022,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07229E+18,snizhanaliubov,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07276E+18,greatbritainpog,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07784E+18,lalaland1711,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06009E+18,e..r..m..a..l,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06829E+18,itsmeloltho,Low/Medium,Low,Low,Low,High/Medium,Medium/High
7.05264E+18,nato__nato,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08353E+18,ronaytatay,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06834E+18,realitycheck2020,Medium/Low,Low,Low,Low/Normal,Medium/Low,Low/Medium
7.06453E+18,memories_angela_merkel,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09948E+18,kiamdahlstrand,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.04021E+18,german._.army,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09555E+18,anonymousanon24_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08842E+18,newsforthought,High/Medium,High/Medium,High,Normal/High,Low/Medium,Medium/Low
7.06977E+18,voiceonline,High/Medium,High,High,Normal,Low,Medium/High
6.98692E+18,giuseppe.anonimo,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08502E+18,virtutimilitari1,Medium/Low,High,High,High,Low/Medium,Medium/Low
7.10087E+18,globalmilitarynewsgmn,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.03531E+18,arafat_bmw,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06827E+18,ronaldgaudence27,Low/Medium,Medium/Low,Medium/High,Low,Medium/Low,Medium/High
7.06643E+18,nikbarbieri,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07573E+18,nordicforces,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07214E+18,giaitritt0,Low/Medium,High,High,Low,Medium/High,Low/Medium
7.09641E+18,ervesto77,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.10647E+18,putin_4.0,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07328E+18,militaryedits_ww3,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07024E+18,dmitryguns,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06844E+18,leftmright,Medium/High,Medium,High/Medium,Low,Medium/High,Medium
7.08771E+18,calebk6262,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.03894E+18,arglobalsecurity,Medium/High,High,High,Low,Medium/Low,Low/Medium
7.08674E+18,andersatz,Medium/Low,High/Medium,Medium/High,Normal/Low,Medium/High,High/Medium
7.05836E+18,military_thingz,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05561E+18,ardealulesteromanesc,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07347E+18,xeeshankhan2020,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.97596E+18,thebritisharmedforces,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07056E+18,officialmjcmatthew,Medium/Low,High,High,High,Medium/Low,Medium/Low
7.02364E+18,cougar221,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06853E+18,simannnajaa_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09103E+18,anonymousanon24_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06977E+18,jakarta_uncharted,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06867E+18,zitate._.k9,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.97346E+18,italianarmedforces,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06613E+18,yunuss16x,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08793E+18,natomilitary.uk,Low,Low,Low/Medium,Low,Medium/Low,Low
7.06916E+18,tandemstudent,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06963E+18,pechchenla,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06497E+18,pujaprasetyo01,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06825E+18,xraphix03x,Low/Medium,Medium/Low,High,Normal,Low,Medium/High
7.06942E+18,dr.kimchee,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06077E+18,bombardamentoo,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08135E+18,1111lightworker,High,Medium,High/Medium,Low,Medium/Low,Low/Medium
7.06191E+18,de_gaulle01,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07091E+18,artsyxabbyx,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06906E+18,justvictor11,Medium/High,Low,Low/Medium,Low,High/Medium,Medium/Low
7.07022E+18,sammorril,Low,High/Medium,High,High/Normal,Medium/High,Low/Medium
7.05725E+18,the_roman_historian,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07821E+18,country_wars4,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06887E+18,rofiq93,Low,Low,Low,Low,Low/Medium,Low
7.06767E+18,objektif.bakis,Low,Low,Low,Low,Medium/Low,Low
7.104E+18,t3mh3m_s07,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06904E+18,tcebedi,Medium/Low,Low/Medium,Low,Low,Medium/High,Medium/Low
7.01433E+18,military_nl2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08351E+18,alinezad,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06956E+18,one_badass_crna,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07837E+18,global.reng,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0658E+18,washingtonpost,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.97372E+18,hasbinefer,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06864E+18,krispdemokraterna,Low/Medium,High,High,Normal,Low,Medium/High
7.05796E+18,shocking__news,Medium/Low,Medium/Low,Medium,Low,High,High/Medium
7.06982E+18,ibrahimkaraca.76,Low/Medium,Medium,High,High,Medium/Low,Low/Medium
7.06833E+18,rico_jerikho,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.01827E+18,texasgoon56,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06975E+18,superhanns,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06857E+18,hannanajj,Medium/Low,Medium,High,Normal,Low/Medium,Medium/High
7.00043E+18,nato0fficial,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08829E+18,anakbangsa1946,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.10552E+18,freshcoatofpaint,Low/Medium,Medium/High,High,Normal/Low,Low/Medium,Medium/Low
7.0698E+18,ronscomedyhelfer,Low,Low,Medium/Low,Low,High/Medium,Medium/High
7.07973E+18,dalitazka_,Low/Medium,High/Medium,Medium,High/Normal,Medium/High,Medium/Low
7.03781E+18,javontaethereporter,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.10199E+18,turkish.weapons,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07118E+18,dao5ss,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.04614E+18,randomlife80,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.00231E+18,babylon.edits,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06821E+18,rutkay_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.10343E+18,anakbangsa1946,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07001E+18,domu112,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.99908E+18,mundo_militar0,Low,Low,Low,Normal,Medium/Low,Medium/High
7.05353E+18,javontaethereporter,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08463E+18,alinezad,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.03494E+18,militarycontent_news2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06955E+18,hairulkaim07,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09277E+18,konstantinmisiutin,Low,Low,Low,Low/Normal,Medium/High,Low
7.08778E+18,yopi_utagaluh_official,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06163E+18,mehmet_ali_yvz,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07755E+18,obitoakatsuki_26,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06913E+18,darkfuguu,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06894E+18,kwas517,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09972E+18,anesti_art_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06905E+18,eeememe,Low/Medium,Medium,High,Low,Medium/Low,Low/Medium
7.06972E+18,dasozelito1,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.01297E+18,_vivaespana_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06421E+18,wsi0ck,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09164E+18,dark_engine84,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06429E+18,dutch.soldier1,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06834E+18,turkish.power52,Low,Medium/High,High/Medium,Low,Medium/High,Medium/High
7.06763E+18,kas_167,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07164E+18,fasistinenkissa,Medium/Low,Medium,Medium/High,Low,Medium/High,High
7.06731E+18,victoriousbritannia,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07895E+18,galery.news,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08846E+18,globalmilitarynewsgmn,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.97388E+18,kizilelma552,Medium/High,Medium/High,Medium/Low,Low,Medium/Low,Medium/Low
7.11025E+18,european._union_,Low/Medium,Medium/High,High,Normal,Medium/High,High/Medium
7.06832E+18,motivebuilt,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06831E+18,ibrahimkaraca.76,Medium/High,Medium/High,High/Medium,Low,Medium/High,Medium/High
7.04128E+18,wistory.school,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06854E+18,johnmichaelescullar30,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06041E+18,bombardamentoo,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09987E+18,vainaakejutut,High,High,High/Medium,High,Low,Low/Medium
7.06858E+18,bandmangigik,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0687E+18,rizki.4591,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05837E+18,thisispolitic,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09679E+18,diegojootti,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06825E+18,mci.22,Low,Low,Low,Low,Low/Medium,Low
7.09501E+18,austria_military,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06676E+18,countr1es.95,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.93066E+18,history_with_malik,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06892E+18,bigkingpiz,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.99362E+18,.history_military,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05683E+18,bestdance.offycial,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06076E+18,blacksenz,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08603E+18,islami_ind,Medium/Low,High,High/Medium,Normal,Low/Medium,Medium/High
7.06972E+18,leary78,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06866E+18,enjaeco,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09306E+18,lmelaw1,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07068E+18,georgio_the_greek,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06913E+18,wilflovatt,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06574E+18,quicktakenews,High/Medium,Low/Medium,Medium/High,Low,Medium/Low,Medium/Low
7.0785E+18,2104jaltchimang_khiangwe,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.103E+18,khoainui,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07168E+18,naylllll24,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06088E+18,aviatordmtryv,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07059E+18,wisnualarcon,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06926E+18,phanaqua,Medium/Low,Medium/High,Medium,Low,Low/Medium,Medium/High
7.06005E+18,nordicforces,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07509E+18,duongconggioi,Medium/Low,Medium/Low,High,Low,Medium/Low,Medium/Low
7.06895E+18,iamnuts2021,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.95073E+18,swanmuse,Low,Medium/Low,Low/Medium,Low,Medium/Low,Low/Medium
7.09388E+18,syrianstyle_,High/Medium,High/Medium,High/Medium,Low,High/Medium,High
6.95985E+18,italian_defence,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08633E+18,islami_ind,Medium/Low,High/Medium,High/Medium,Low,Medium/Low,Medium/Low
7.07455E+18,patriot_ro,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07648E+18,k.januszewski,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07557E+18,zunekov,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06939E+18,phanaqua,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06409E+18,t.me.tankworld,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07892E+18,vale...82,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05828E+18,bombardamentoo,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06492E+18,kaputzina,Medium/High,Low,Low,Low,Medium/Low,Low/Medium
7.05723E+18,isnot.denis,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07345E+18,intel_kgb,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.00854E+18,norksland,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07228E+18,lycriss.x,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08207E+18,natonato2021,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06944E+18,damnedhistory,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05613E+18,bwfvictor,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06272E+18,nikbarbieri,High/Medium,High/Medium,High,Normal,Medium/Low,Medium/High
7.07718E+18,arthurturaev,Low/Medium,Low,Low,Low,Medium/Low,Low
7.09991E+18,lukwilki,High,Medium/Low,Medium/High,Low,High,High/Medium
7.11329E+18,arekdor,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08453E+18,ilyalavrushko,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.01562E+18,finn.merz,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07178E+18,aravosis,Low/Medium,Medium,High,High,Medium/High,Low/Medium
7.10652E+18,20s30s,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06954E+18,indonesiakita80,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.96448E+18,nordicmilitary,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06825E+18,castrop88,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07064E+18,newsforthought,Medium/High,High/Medium,Medium/Low,Low,Medium/High,Medium/Low
7.07209E+18,dark_engine84,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06896E+18,worldnewsroom,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07042E+18,timonthegram,Medium/High,High/Medium,High,Low,Medium/Low,Medium/Low
7.0701E+18,riki_rentcar,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07228E+18,k_a_i_kun,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06858E+18,oureall,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06848E+18,.brecourt,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.04835E+18,letshistory,High/Medium,Medium,High,Normal/Low,Medium/Low,Medium/High
7.06866E+18,austrianboy6850,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09722E+18,visegrad24,Low/Medium,High/Medium,High,Low/Normal,Low/Medium,Low/Medium
7.09209E+18,valeriypelts,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06895E+18,gabonelc10,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06882E+18,n8_herrold,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06112E+18,e..r..m..a..l,Low,Low,Low,Low,Medium/Low,Low
7.00759E+18,callmebelly,Low,Medium/Low,High,High/Normal,Medium/High,High/Medium
7.06923E+18,rafcioo14,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07046E+18,kayscho,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.11173E+18,mzamankhanbunerwal5599,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06675E+18,siko.147,High,Medium/Low,Medium/Low,Low,High,Medium
7.0704E+18,imban_,Medium/Low,Medium,High,Low,High/Medium,High/Medium
7.09273E+18,valeriypelts,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.10826E+18,ytgrsej,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.04129E+18,cougar221,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.87617E+18,008specialist,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0698E+18,kalebandri,Medium/Low,High/Medium,Low/Medium,Low/Normal,Medium/High,Medium/Low
7.07309E+18,sukasuka1662,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.98347E+18,derwahrekaiser,Medium/High,High/Medium,High/Medium,Low,Low/Medium,Medium/Low
7.09727E+18,natonato2021,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06969E+18,kalebandri,High/Medium,High,Medium,Low,High/Medium,High/Medium
6.9511E+18,natoforces,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.95944E+18,italianarmedforces,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06978E+18,goodmorningbadnews,Medium/High,High,High,Normal/High,Low/Medium,Medium/Low
7.06603E+18,monora._,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.98785E+18,diasporeanul,High/Medium,High/Medium,High,Normal,Low/Medium,Medium/High
7.07331E+18,dao5ss,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07642E+18,theactually,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07918E+18,polish_sof_commander,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08416E+18,pecinta_sejarah2022,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06873E+18,iamlegallyhype,Low,Low/Medium,Low,Low,Medium/High,Low/Medium
7.00006E+18,mightynato,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06529E+18,greek_armyy,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07753E+18,quocphongtoandan,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.10276E+18,__military..hub_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.98251E+18,nato__nato,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08167E+18,news_ww3ita,Medium/High,High,High/Medium,Low,Low,Medium/Low
7.05814E+18,xsierra.infoz,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06966E+18,fadzlikamal06,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07347E+18,countdaedalus,Medium/High,Medium/High,Low/Medium,Low/Normal,Medium/High,Medium/High
7.06943E+18,itsfl1ppa,Low/Medium,High,High,Low,Medium/Low,Low
7.06948E+18,yigit_kayioglu,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06798E+18,xenasolo,High,High/Medium,Medium,Low,Medium/Low,Low/Medium
7.06791E+18,_reaperly_,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.067E+18,world247breakingnews,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06945E+18,baathistchad.v2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09757E+18,st_nadushka_virshii,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.08568E+18,ronaytatay,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.03564E+18,.that.russian.girl,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07186E+18,tnnworld,Low,Low,Low,Low,Low/Medium,Low
7.06868E+18,louistzy,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07097E+18,natonato2021,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07194E+18,historytimern,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0705E+18,kompas_tv,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0725E+18,hotvickkrishna,Medium/High,Low,Medium,High,Medium/Low,Medium/High
7.11007E+18,mederic100_edits,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06691E+18,actualidadrt,Low/Medium,Low/Medium,Low,Low,Medium/Low,Low
7.06934E+18,alexmemo11,Low,Low/Medium,Medium,Normal/Low,Medium/High,Medium/Low
7.06877E+18,peacelovefair,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.09762E+18,based_military1,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.92063E+18,gerardoveramx,Medium/Low,Medium/High,Low/Medium,Low,High/Medium,Medium/High
6.99606E+18,nonbinarynumetal,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.10847E+18,pastandfuturemysteries,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07798E+18,bagibagi_official,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06528E+18,mario_lyrics2,Low,Medium,Medium/High,Normal/Low,Low/Medium,High/Medium
7.05869E+18,_ksk_77,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07775E+18,rubenz2z,High/Medium,Low,Low,Low,Medium/Low,Low
7.0931E+18,beritainfoid,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06873E+18,the_blazing_redcoat,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.9643E+18,_messi_10_goat_,Low/Medium,Medium,Medium,Normal/Low,High,Medium/High
7.06948E+18,the_real_news0,Medium/High,High/Medium,Medium/Low,Low,Medium/Low,Medium/Low
7.0384E+18,kojahmetov,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.97319E+18,romania_army17,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07115E+18,truths33k4,Medium/Low,Low/Medium,Low/Medium,Low,Low,Low/Medium
7.06849E+18,hiisandss,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0843E+18,boyyboii,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06836E+18,foku_st,Low,Low,High/Medium,High/Normal,Low,Medium/Low
7.05761E+18,vaterlandger,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.01709E+18,corwen23,Low,Medium,Medium/High,Low,Low/Medium,Medium/Low
7.07876E+18,4peace4ever,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06824E+18,yunuss16x,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06474E+18,world247breakingnews,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.05645E+18,sebistefan009,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.97477E+18,ukmilitary.2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.02566E+18,kayscho,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.99735E+18,philippine_military,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07307E+18,codymehmetcatal,Medium/Low,High,High,High,Low,Medium/Low
7.07224E+18,lovepets_lovebeauty,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07206E+18,bbrunoo88,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
6.99437E+18,the_fatneek,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.02903E+18,jakubkurzawa14,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.0687E+18,british_military_uk,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06884E+18,shocking__news,Medium/High,Medium/High,High/Medium,Low,Medium/High,Medium/High
7.06375E+18,greg0985,Medium/Low,Medium/High,Medium/Low,Low,High,High/Medium
7.09154E+18,valeriypelts,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06826E+18,tuberanza,Low,Low/Medium,Medium/Low,Low/Normal,High/Medium,High/Medium
7.07836E+18,skynews,High/Medium,Medium,High/Medium,Normal/Low,Medium/High,High/Medium
7.0719E+18,m1litary_f0rces,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06934E+18,duragonsleyah,Low/Medium,High/Medium,High,Low,Low,Low
7.06563E+18,spezipizza,Medium/Low,Low,Low,Low,Medium/Low,Low/Medium
7.1105E+18,europe..mapping,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07866E+18,sayinbasin,Low,Low/Medium,High,Low,Medium/Low,Medium/Low
7.07052E+18,opinionnigeria,Medium/Low,Medium,Medium/Low,Normal/Low,Medium/Low,Medium/High
7.02833E+18,soldierscominghometiktok,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.02973E+18,global_diplomacy,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06842E+18,whitechocolategangster,Medium/High,Medium/Low,High/Medium,Low,Medium/Low,Medium/Low
7.07057E+18,officialmjcmatthew,High/Medium,Medium,High,Low,Medium/High,Medium/Low
7.06853E+18,vtv24news,Low/Medium,High/Medium,Medium,Low,Low/Medium,Low/Medium
7.06833E+18,yourmilitary,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.07991E+18,neplyakh,High/Medium,Low,Medium,Low,Medium,Medium/Low
7.07976E+18,capnhat.news,Low,Medium/High,Medium/High,Normal,Medium/High,High/Medium
7.07022E+18,ottomanpolitics,Low/Medium,Medium/Low,Low,Low/Normal,High/Medium,Medium/High
7.03128E+18,javontaethereporter,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.10948E+18,viceworldnews,Low,Medium/High,High,Low/Normal,High/Medium,High/Medium
7.05449E+18,nato.hr,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06399E+18,truyenhinhhoaky,Medium/Low,Low,Low,Normal/Low,Medium/Low,Low/Medium
7.06853E+18,thenewageprofessor,Low,High,High,Low,Medium/Low,Low
7.06531E+18,tipvtoke,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.06534E+18,mapmerchant,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
7.03448E+18,democrat.capitalism,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
